artist_name,track_name,release_date,genre,lyrics
Alicia Keys,If I Ain't Got You,2003,soul,Some people live for the fortune Some people live just for the fame Some people live for the power yeah Some people live just to play the game [Pre-Chorus] Some people think that the physical things Define what's within And I've been there before but that life's a bore So full of the superficial [Chorus] Some people want it all But I don't want nothin' at all If it ain't you baby If I ain't got you baby Some people want diamond rings Some just want everything But everything means nothin' If I ain't got you yeah [Verse 2] Some people search for a fountain That promises forever young (Ya know) Some people need three dozen roses And that's the only way to prove you love them You might also like[Pre-Chorus] Hand me the world on a silver platter And what good would it be? With no one to share With no one who truly cares for me [Chorus] Some people want it all But I don't want nothin' at all If it ain't you baby If I ain't got you baby Some people want diamond rings Some just want everything But everything means nothin' If I ain't got you you you Some people want it all But I don't want nothin' at all If it ain't you baby If I ain't got you baby Some people want diamond rings Some just want everything But everything means nothin' If I ain't got you yeah [Outro] If I ain't got you with me baby Ooh ooh Said nothin' in this whole wide world don't mean a thing If I ain't got you with me baby102Embed
Frank Ocean,Super Rich Kids,2012,soul,Too many bottles of this wine we can't pronounce Too many bowls of that green no Lucky Charms The maids come around too much Parents ain't around enough Too many joy rides in daddy's Jaguar Too many white lies and white lines Super rich kids with nothing but loose ends Super rich kids with nothing but fake friends [Verse 1: Frank Ocean] Start my day up on the roof There's nothing like this type of view Point the clicker at the tube I prefer expensive news New car new girl New ice new glass New watch good times babe It's good times yeah She wash my back three times a day This shower head feels so amazing We'll both be high the help don't stare They just walk by they must don't care A million one a million two A hundred more will never do You might also like[Chorus: Frank Ocean] Too many bottles of this wine we can't pronounce Too many bowls of that green no Lucky Charms The maids come around too much Parents ain't around enough Too many joy rides in daddy's Jaguar Too many white lies and white lines Super rich kids with nothing but loose ends Super rich kids with nothing but fake friends [Bridge: Frank Ocean] Real love I'm searching for a real love Oh real love I'm searching for a real love Oh real love [Verse 2: Earl Sweatshirt] Alright close your eyes to what you can't imagine We are the Xanny-gnashing Caddy-smashing bratty assy He mad he snatched his daddy's Jag And used the shit for batting practice Adamant and he thrashing Purchasing crappy grams with half the hand of cash you handed Panic and patch me up Pappy done latch-keyed us Toying with Raggy Anns and Mammy done had enough Brash as fuck breachin' all these aqueducts Don't believe us Treat us like we can't erupt yup [Alternate Verse 2: Frank Ocean] Polo sweats and Hermes blankets Them label hoes be stealing my shit And all they clothes revealing they tits Pills high enough to touch the rim in that bitch We party in my living room 'Cause father is gone And he left me this empire That runs on its own So all I got to do is whatever the fuck I want All we ever do is whatever the fuck we want [Verse 3: Frank Ocean] We end our day up on the roof I say I'll jump I never do But when I'm drunk I act a fool Talking 'bout do they sew wings on tailored suits I'm on that ledge she grabs my arm She slaps my hand It's good times yeah Sleeve rips off I slip I fall The market's down like 60 stories And some don't end the way they should My silver spoon has fed me good A million one a million cash Close my eyes and feel the crash [Chorus: Frank Ocean] Too many bottles of this wine we can't pronounce Too many bowls of that green no Lucky Charms The maids come around too much Parents ain't around enough Too many joy rides in daddy's Jaguar Too many white lies and white lines Super rich kids with nothing but loose ends Super rich kids with nothing but fake friends [Outro: Frank Ocean] Real love ain't that something rare I'm searching for a real love talking 'bout real love Real love yeah Real love I'm searching for a real love Talkin' 'bout a real love276Embed
Ty Dolla $ign,Or Nah (feat. The Weeknd Wiz Khalifa & DJ Mustard) - Remix,2014,soul,Tahahaha I got a lotta cash (Mustard on the beat ho) I don't mind spending it Tahaha yeah (Nah nah nah nah nah nah nah ooh yeah) [Verse 1: The Weeknd] Do you like the way I flick my tongue or nah? (Or nah) You can ride my face until you're drippin' cum (Drippin' cum) Can you lick the tip then throat the dick or nah? (Can you do it please?) Can you let me stretch that pussy out or nah? (Or nah or nah) I'm not the type to call you back tomorrow (Oh babe) But the way you wrapping 'round me is a problem Ain't nobody tryna save ya baby get that paper Probably got a lot of other bitches owe you favors Pussy so good had to save that shit for later (Save that shit for later) Took her to the kitchen fucked her right there on the table She repping XO to the death (Ooh yeah) I'm tryna make these bitches sweat (Ooh yeah) I'm tryna keep that pussy wet (Ooh yeah) I'm tryna fuck her and her friends (Ooh yeah ooh yeah) [Pre-Chorus: Ty Dolla $ign & The Weeknd] You gonna run it for these hunnids girl or nah? Show me is you really 'bout your money girl or nah? Don't play with a boss girl take it all (Nah nah nah nah nah) Take it for a real one you gon' get it all (Ooh yeah ooh yeah oh yeah) You might also like[Chorus: Ty Dolla $ign & The Weeknd] Is you really 'bout your money or nah? (Or nah nah) Can you really take dick or nah? (Or nah nah) Can I bring another bitch or nah? (Or nah nah) Is you with the shits or nah? (Or nah nah) Or nah or nah Would you ride for a nigga or nah? (Ooh yeah nah) Would you die for a nigga or nah? (Or nah) Would you lie to a nigga or nah? Or nah or nah Can you really take dick or nah? (Nah) Can I bring another bitch or nah? (Or nah nah) Is you with the shits or nah? Or nah or nah (Or nah) Would you ride for a nigga or nah? (Or nah or nah) Would you die for a nigga or nah? (Or nah or nah no) Would you lie to a nigga or nah? Or nah [Verse 2: Wiz Khalifa] I'ma smoke this joint then I'ma break you off I be lying if I said you ain't the one All these tattoos in my skin they turn you on Lotta smoking drinking that's the shit I'm on Heard you not the type that you take home to Mom Is we fucking when we leave the club or nah? I ain't spending cash for nothing I wanna see you take it off I'ma pop this bottle you gon' give me brain or nah? Heard you from the hood you rep that thing or nah? Gotta lotta ass you gon' shake that thing or nah? Heard you smoke blunts you down with paper planes or nah? I feel like I'm Tony you my boss? I'm thinking nah The whole world I take it on [Pre-Chorus: Ty Dolla $ign] You gonna run it for these hunnids girl or nah? Show me is you really 'bout your money girl or nah? Don't play with a boss girl take it all Take it for a real one you gon' get it all (Oh yeah) [Chorus: Ty Dolla $ign] Is you really 'bout your money or nah? (Nah) Can you really take dick or nah? (Nah) Can I bring another bitch or nah? (Nah) Is you with the shits or nah? Or nah or nah Would you ride for a nigga or nah? (Nah) Would you die for a nigga or nah? (Or nah) Would you lie to a nigga or nah? Or nah or nah Can you really take dick or nah? (Nah) Can I bring another bitch or nah? (Nah) Is you with the shits or nah? Or nah or nah (Or nah) Would you ride for a nigga or nah? (Nah) Would you die for a nigga or nah? (No) Would you lie to a nigga or nah? Or nah [Verse 3: Ty Dolla $ign] Girl make that ass clap for young dollar sign (Dollar sign) You already know my money go a long time (Yeah) I could slide for it like Nelly (Like Nelly) I'ma go as far as you let me (Yeah yeah) Girl is you sucking me or fucking me or nah? (Me or nah?) Can I bring another bitch? Let's have a threesome (Oh yeah) Keep saying you's a freak you gon' prove it or nah? (Yeah) His bitch keep looking at me she choosin' or nah? (I'm freakin' out oh yeah) You's a ride-or-die chick you with this shit or nah? (Shit or nah?) Say you not a side bitch you all-in or nah? (All-in or nah?) You gon' make them eggs cheesy with them grits or nah? (Grits or nah?) Can you do it like that on this dick or nah? [Pre-Chorus: Ty Dolla $ign] You gonna run it for these hunnids girl or nah? Show me is you really 'bout your money girl or nah? Don't play with a boss girl take it all Take it for a real one you gon' get it all (Oh yeah) [Chorus: Ty Dolla $ign] Is you really 'bout your money or nah? (Nah) Can you really take dick or nah? (Nah) Can I bring another bitch or nah? (Nah) Is you with the shits or nah? Or nah or nah Would you ride for a nigga or nah? (Nah) Would you die for a nigga or nah? (Or nah) Would you lie to a nigga or nah? Or nah or nah Can you really take dick or nah? (Nah) Can I bring another bitch or nah? (Nah) Is you with the shits or nah? Or nah or nah (Or nah) Would you ride for a nigga or nah? (Nah) Would you die for a nigga or nah? (No) Would you lie to a nigga or nah? Or nah [Outro: Wiz Khalifa] Gon and make that ass clap Gon and make that ass clap Ma-ma-make that ass clap Gon and make that ass clapEmbed
Adele,Skyfall,2012,soul,This is the end Hold your breath and count to ten Feel the Earth move and then Hear my heart burst again For this is the end I've drowned and dreamt this moment So overdue I owe them Swept away I'm stolen [Chorus] Let the sky fall when it crumbles We will stand tall Face it all together Let the sky fall When it crumbles We will stand tall Face it all together at Skyfall At Skyfall [Verse 2] Skyfall is where we start A thousand miles and poles apart Where worlds collide and days are dark You may have my number you can take my name But you'll never have my heart You might also like[Chorus] Let the sky fall (Let the sky fall) When it crumbles (When it crumbles) We will stand tall (We will stand tall) Face it all together Let the sky fall (Let the sky fall) When it crumbles (When it crumbles) We will stand tall (We will stand tall) Face it all together at Skyfall [Post-Chorus] Let the sky fall When it crumbles We will stand tall Let the sky fall When it crumbles We will stand tall [Bridge] Where you go I go What you see I see I know I'd never be me without the security Of your loving arms keeping me from harm Put your hand in my hand and we'll stand [Chorus] Let the sky fall (Let the sky fall) When it crumbles (When it crumbles) We will stand tall (We will stand tall) Face it all together Let the sky fall (Let the sky fall) When it crumbles (When it crumbles) We will stand tall (We will stand tall) Face it all together at Skyfall [Outro] Let the sky fall We will stand tall At Skyfall Ooh72Embed
Michael Jackson,Chicago,2014,soul,"I met her on my way to Chicago Where she was all alone and so was I So I asked her for her name She smiled and looked at me I was surprised to see That a woman like that was really into me [Chorus] She said she didn’t have no man Raised the kids the very best she can (She was lovin' me) She told me she was all alone Said ""I don't "" she didn't have no phone (She was wantin' me) She said just to give her a page Fifty nine was the code she gave (She was lovin' me) She'd lied to you lied to me 'Cause she was lovin' me lovin' me yeah [Verse 2] I never would've thought she was livin' like that Her words seemed so sincere When I held her near she would tell me how she feels It felt so real to me This girl she had to be An angel sent from heaven just for me You might also like[Chorus] She said she didn’t have no man Raised the kids the very best she can (Look she's lovin' me) She told me she was all alone Said ""I don't "" she didn't have no phone (She was lovin' me) She said just to give her a page Fifty nine was the code she gave She'd lied to you lied to me 'Cause she was lovin' me lovin' me yeah (Look who's lovin' me) [Chorus] She tried to live a double life Lovin' me while she was still your wife (She was wantin' me) She thought that lovin' me was cool With you at work and the kids at school (She was lovin' me) She said that it would never end Or tried to keep me any way she can (She was wantin' me) She'd lied to you lied to me 'Cause she got a family family yeah [Post-Chorus] Whoa no Alright Oh (I’m in love love) [Verse 3] I didn't know she was already spoken for 'Cause I'm not that kind of man Swear that I would've never looked her way Now I feel so much shame And all things have to change You should know that I'm holdin' her to blame [Chorus] She said she didn’t have no man Raised the kids the very best she can (Holdin' her to blame) She told me she was all alone Said ""I don't "" she didn't have no phone (Holdin' her to blame) She said just to give her a page Fifty nine was the code she gave (Holdin' her to blame) She'd lied to you lied to me 'Cause she was lovin' me lovin' me yeah (Holdin' her to blame) [Chorus] She tried to live a double life Loving me while she was still your wife (Holdin' her to blame) She thought that loving me was cool With you at work and the kids at school (Holdin' her to blame) She said that it would never end Or tried to keep me any way she can (Holdin' her to blame) She'd lied to you lied to me 'Cause she got a family family yeah [Chorus] She said she didn’t have no man Raised the kids the very best she can (Look she's lovin' me) She told me she was all alone Said ""I don't "" she didn't have no phone (She was lovin' me) She said just to give her a page Fifty nine was the code she gave (She's with me) She'd lied to you lied to me 'Cause she was lovin' me lovin' me yeah (Look who's lovin' me) [Chorus] She tried to live a double life Lovin' me while she was still your wife (She was wantin' me) She thought that lovin' me was cool With you at work and the kids at school (She was lovin' me) She said that it would never end Or tried to keep me any way she can (She was wantin' me) She'd lied to you lied to me 'Cause she got a family family yeah26Embed"
Earth Wind & Fire,September,1978,soul,Do you remember The twenty-first night of September? Love was changin' the minds of pretenders While chasin' the clouds away Our hearts were ringin' In the key that our souls were singin' As we danced in the night remember How the stars stole the night away oh yeah [Chorus] Hey hey hey Ba-dee-ya Say do you remember? Ba-dee-ya Dancin' in September Ba-dee-ya Never was a cloudy day [Post-Chorus] Ba-du ba-du ba-du ba-du Ba-du ba-du ba-du ba-du Ba-du ba-du ba-du-da Ba-du yeah [Verse 2] My thoughts are with you Holdin' hands with your heart to see you Only blue talk and love remember How we knew love was here to stay Now December Found a love we shared in September Only blue talk and love remember True love we share today You might also like[Chorus] Hey hey hey (Yeah yeah yeah) Ba-dee-ya Say do you remember? Ba-dee-ya (Oh) Dancin' in September Ba-dee-ya (Hey) Never was a cloudy day And we'll say ba-dee-ya (Ba-dee-ya dee-ya) Say do you remember? Ba-dee-ya (Ba-dee-ya dee-ya) Dancin' in September Ba-dee-ya (Ba-dee-ya dee-ya) Golden dreams were shiny days (Dee-ya) [Bridge] The bells was ringin' oh-oh Our souls were singin' Do you remember never a cloudy day? Yow [Chorus] And we'll say ba-dee-ya (Ba-dee-ya dee-ya) Say do you remember? Ba-dee-ya (Ba-dee-ya dee-ya) Dancin' in September Ba-dee-ya (Ba-dee-ya dee-ya) Never was a cloudy day (Dee-ya) And we'll say ba-dee-ya (Ba-dee-ya dee-ya) Say do you remember? Ba-dee-ya (Ba-dee-ya dee-ya) Dancin' in September Ba-dee-ya (Ba-dee ya dee-ya) Golden dreams were shiny days (Dee-ya) [Outro] Ba-dee-ya dee-ya dee-ya Ba-dee-ya dee-ya dee-ya Ba-dee-ya dee-ya dee-ya dee-ya Ba-dee-ya dee-ya dee-ya Ba-dee-ya dee-ya dee-ya Ba-dee-ya dee-ya dee-ya dee-ya117Embed
Thundercat,Them Changes,2017,soul,Nobody move there's blood on the floor And I can't find my heart Where did it go? Did I leave it in the cold? So please give it back 'cause it's not yours to take It must've fell when I lost my mind Deep in the cut drowning it in pain Somebody help 'cause I can't find my way Nobody move nobody move [Interlude] Ooh-ooh-ooh Ooh-ooh-ooh-ooh Ooh-ooh-ooh-ooh-ooh Ahh-ahh [Verse 2] Somebody tell me how I'm supposed to feel When I'm sitting here knowing this ain't real (Ain't real) Why in the world would I give my heart to you? Just to watch you throw it in the trash I've been traveling so long I don't think I can hold on Where were you when I needed you the most? Now I'm sitting here with a black hole in my chest A heartless broken mess You might also like[Outro] Ooh-ooh ooh-ooh ooh Ooh-ooh-ooh ooh-ooh-ooh Ooh-ooh ooh-ooh ooh La-la-la la-la Ooh-ooh-ooh ooh-ooh Ooh-ooh-ooh ooh-ooh Ooh-ooh-ooh ooh-ooh34Embed
Ms. Lauryn Hill,Doo Wop (That Thing),1998,soul,Yo remember back on the Bully When cats used to harmonize like (Ooh ooh-ooh ooh) Yo yo my men and my women Don't forget about the deen Sirat al-Mustaqeem Yo it's about a thing uh yo yo If ya feel real good wave your hands in the air And lick two shots in the atmosphere! (Put them up put them up) (Put them up put them up) (Put them up put them up) [Verse 1] It's been three weeks since you were looking for your friend The one you let hit it and never called you again 'Member when he told you he was 'bout the Benjamins? You act like you ain't hear him then give him a little trim To begin how you think you're really gon' pretend Like you wasn't down and you called him again? Plus when you give it up so easy you ain't even foolin' him If you did it then then you'd probably fuck again Talking out your neck sayin' you're a Christian A Muslim sleeping with the jinn Now that was the sin that did Jezebel in Who you gon' tell when the repercussions spin? Showing off your ass 'cause you're thinking it's a trend Girlfriend let me break it down for you again You know I only say it 'cause I'm truly genuine Don't be a hard rock when you really are a gem Baby girl respect is just a minimum Niggas fucked up and you still defending 'em Now Lauryn is only human Don't think I haven't been through the same predicament Let it sit inside your head like a million women in Philly Penn It's silly when girls sell their souls because it's in Look at where you be in hair weaves like Europeans Fake nails done by Koreans Come again (A win win come again A win win come again) You might also like[Hook] Guys you know you'd better watch out Some girls some girls are only about That thing that thing that thing That thing that thing that thing [Verse 2] The second verse is dedicated to the men More concerned with his rims and his Timbs than his women Him and his men come in the club like hooligans Don't care who they offend poppin' yang (like you got yen!) Let's stop pretend the ones that pack pistols by they waist men Cristal by the case men still in they mother's basement The pretty face men claiming that they did a bid men Need to take care of they three or four kids And they face a court case when the child support late Money taking and heart breaking now you wonder why women hate men The sneaky silent men The punk domestic violence men Quick to shoot the semen stop acting like boys and be men How you gonna win when you ain't right within? How you gonna win when you ain't right within? How you gonna win when you ain't right within? Uh-uh come again (Yeah) Hey yo-yo come again My French men come again My sister come again [Bridge] Watch out watch out Look out look out Watch out watch out Look out look out Watch out watch out Look out look out Watch out watch out Look out look out [Hook] Girls you know you'd better watch out Some guys some guys are only about That thing that thing that thing That thing that thing that thing Guys you know you'd better watch out 'Cause girls some girls are only about That thing that thing that thing That thing that thing that thing Girls you know you’d better watch out Some guys some guys are only about That thing that thing that thing That thing that thing that thing [Skit/Outro] Class! Hey we’ve got some very intelligent women here man Do you think you’re too young to really love somebody? (No! No no I don’t think so) I say it for me uh I’m an adult I say wait “You’re too young to be in love this is silly You’re infatuated or whatever you got nice jeans You wear fancy Adidas” I mean it might be something I don’t know (It's the difference from loving somebody and being in love with somebody) Well you tell me. What’s the difference? (Okay. You can love anybody but when you’re in love with somebody you’re looking at it like this—you’re taking that person for what he or she is no matter what he or she look like or no matter what he or she do) (You’re crazy! You fall in love you can fall out of love) (You might stop being in love with them but you are not gonna stop loving that person) (Maybe they ain’t never been loved before or been in love before they don’t know what the feeling is to be loved) (She poetic) She killed it we could end that conversation with that right?94Embed
Frank Ocean,Self Control,2016,soul,Poolside convo about your summer last night ooh yeah About your summer last night Ain't give you no play mmm Could I make you shive last night? Could I make you shy on the last night last night? Could we make it in? Do we have time? [Verse 1: Frank Ocean] I'll be the boyfriend in your wet dreams tonight Noses on a rail little virgin wears the white You cut your hair but you used to live a blonded life Wish I was there wish we'd grown up on the same advice And our time was right [Chorus: Austin Feinstein] Keep a place for me for me I'll sleep between y'all it's nothing It's nothing it's nothing Keep a place for me for me [Verse 2: Frank Ocean] Now and then you miss it sounds make you cry Some nights you dance with tears in your eyes I came to visage 'cause you see me like a UFO That's like never 'cause I made you use your self-control And you made me lose my self-control my self-control You might also like[Chorus: Austin Feinstein & Yung Lean] Keep a place for me for me I'll sleep between y'all it's nothing Keep a place for me It's nothing it's nothing It's nothing it's nothing [Bridge: Frank Ocean] Sometimes you'll miss it And the sound will make you cry And some nights you're dancing With tears in your eyes [Outro: Frank Ocean] I I I know you gotta leave leave leave Take down some summertime Give up just tonight 'night 'night I I I know you got someone comin' You're spittin' game know you got it I I I know you gotta leave leave leave Take down some summertime Give up just tonight 'night 'night I I I know you got someone comin' You're spittin' game know you got it (Yeah) I I I know you gotta leave leave leave Take down some summertime Give up just tonight 'night 'night I I I know you got someone comin' You're spittin' game know you got it237Embed
Gnarls Barkley,Crazy,2006,soul,I remember when I remember I remember when I lost my mind There was something so pleasant about that place Even your emotions have an echo in so much space mmm And when you're out there without care Yeah I was out of touch But it wasn't because I didn't know enough I just knew too much mm [Chorus 1] Does that make me crazy? Does that make me crazy? Does that make me crazy? Possibly [Verse 2] And I hope that you are having the time of your life But think twice that's my only advice mm Come on now who do you Who do you who do you who do you think you are? Ha ha ha bless your soul You really think you're in control? [Chorus 2] Well I think you're crazy I think you're crazy I think you're crazy Just like me You might also like[Verse 3] My heroes had the heart to lose their lives out on the limb And all I remember is thinkin' I wanna be like them mm-hmm Ever since I was little Ever since I was little it looked like fun And it's no coincidence I've come And I can die when I'm done [Chorus 3] But maybe I'm crazy Maybe you're crazy Maybe we're crazy Probably [Outro] Mm-woah ooh Ooh woo-ooh Ooh ooh Ooh-hoo mm-hmm100Embed
The Jackson 5,I Want You Back,1969,soul,Uh-huh huh huh huh Let me tell ya now Uh-huh [Verse 1: Michael Jackson] When I had you to myself I didn't want you around Those pretty faces always made you stand out in a crowd But someone picked you from the bunch one glance was all it took Now it's much too late for me to take a second look [Chorus: Michael Jackson & Jackson 5] Oh baby give me one more chance (To show you that I love you) Won't you please let me (Back in your heart) Oh darlin' I was blind to let you go (Let you go baby) But now since I see you in his arms (I want you back) [Post-Chorus: Michael Jackson & Jackson 5] Yes I do now (I want you back) Ooh ooh baby (I want you back) Yeah yeah yeah yeah (I want you back) Na na na na [Verse 2: Michael Jackson] Tryin' to live without your love is one long sleepless night Let me show you girl that I know wrong from right Every street you walk on I leave tear stains on the ground Following the girl I didn't even want around Let me tell you now You might also like[Chorus: Michael Jackson & Jackson 5] Oh baby all I need is one more chance (To show you that I love you) Won't you please let me (Back in your heart) Oh darlin' I was blind to let you go (Let you go baby) But now since I see you in his arms uh-huh [Bridge: Michael Jackson] A buh buh buh buh A buh buh buh buh all I want A buh buh buh buh all I need A buh buh buh buh all I want A buh buh buh buh all I need [Chorus 2: Jermaine Jackson Michael Jackson & Jackson 5] Oh just one more chance To show you that I love you Baby! Baby! Baby! Baby! Baby! Baby! I want you back [Jackie Jackson & Jackson 5] Forget what happened then I want you back [Jermaine Jackson] Let me live again [Chorus 3: Michael Jackson & Jackson 5] Oh baby I was blind to let you go But now since I see you in his arms I want you back [Jackie Jackson] Spare me of this 'cause [Jermaine Jackson] Gimme back what I lost [Outro: Michael Jackson and Jermaine Jackson] Oh baby I need one more chance ha I tell ya that I love you (Baby!) Oh! (Baby!) Oh! (Baby!) Oh! I want you back! [Jackie Jackson] Forget what happened then [Michael Jackson] I want you back! [Jermaine Jackson] And let me live again [Michael Jackson] Oh I want you back! Ha!32Embed
Stevie Wonder,Superstition - Single Version,2002,soul,David Ruffin - Everything's Coming Up Love Ray Charles - I've Got A Woman Billy Stewart - I Do Love You Jerry Butler - Only The Strong Survive (Single Version) Barrett Strong - Money (That's What I Want) Al Green - Let's Stay Together Stevie Wonder - Superstition Chuck Berry - Johnny B. Goode Bobby Hebb - Sunny Sam Cooke - A Change Is Gonna Come Otis Redding - (Sittin' On) The Dock of the Bay Jimmy Ruffin - What Becomes Of The Brokenhearted (Single Version) Wilson Pickett - Hey Jude Arthur Conley - Sweet Soul Music Percy Sledge - When A Man Loves A Woman Marvin Gaye - I Heard It Through The Grapevine (Single Version (Mono)) Aaron Neville - Tell It Like It Is Johnnie Taylor - Who's Making Love Ben E. King - Stand By Me (Single/LP Version) Stevie Wonder - My Cherie Amour Jackie Wilson - (Your Love Keeps Lifting Me) Higher & Higher Chuck Berry - Big Boys Edwin Starr - War (Single Version) Isaac Hayes - Theme From Shaft (Album - Remastered) Wilson Pickett - Land of 1000 Dances Marvin Gaye - Mercy Mercy Me (The Ecology) Curtis Mayfield - Freddie's Dead (Theme from 'Superfly') (Single Mix Version) Stevie Wonder - Sir Duke Barry White - You're The First The Last My Everything Smokey Robinson - Cruisin' Billy Paul - Me and Mrs. Jones James Brown - Get Up Offa That Thing Lou Rawls - You'll Never Find Another Love Like Mine Bill Withers - Ain't No Sunshine Bobby Womack - Across 110th Street Donny Hathaway - A Song for You Teddy Pendergrass - Love T.K.O Lionel Richie - All Night Long (All Night) (Single Version) Luther Vandross - Never Too Much Maxwell - Ascension (Don't Ever Wonder) D'Angelo - Brown Sugar Case - Happily Ever After Donell Jones - Where I Wanna Be Carl Thomas - I Wish Musiq Soulchild - Just Friends (Sunny) Bilal - Soul Sista Jaheim - Put That Woman First Kem - I Can't Stop Loving You Raheem DeVaughn - Guess Who Loves You More John Legend - Ordinary People Robin Thicke - Lost Without U D'Angelo - Cruisin' (Who's Fooling Who Mix) Frank Ocean - Thinkin Bout You Sam Smith - Stay With Me GoldLink - Late Night (feat. Masego) Aloe Blacc - The Man Michael Kiwanuka - Love & Hate Taj Mahal - Don't Leave Me Here (feat. Keb' Mo') Gregory Porter - Holding On Bobby Rush - Funk O’ De Funk (SMLE Remix) BJ The Chicago Kid - Turnin' Me Up NxWorries - Suede (feat. Anderson .Paak Knxwledge) Mr Jukes - Angels / Your Love (feat. BJ The Chicago Kid) Chicano Batman - Friendship (Is A Small Boat In A Storm) Earl St. Clair - Man On Fire Michael Kiwanuka - Cold Little Heart (Radio Edit) Kevin Ross - Long Song Away Peabo Bryson - Stand For Love Childish Gambino - Redbone Miles Davis - Ghetto Walkin' (feat. Robert Glasper Bilal)You might also likeEmbed
Four Tops,I Can't Help Myself (Sugar Pie Honey Bunch),1965,soul,Ooh [Chorus] Sugar pie honey bunch You know that I love you I can't help myself I love you and nobody else [Verse 1] In and out my life (In and out my life) You come and you go (You come and you go) Leaving just your picture behind (Ooo) And I've kissed it a thousand times (Ooo) [Pre-Chorus] When you snap your finger or wink your eye I come a-running to you I'm tied to your apron strings (Can't help myself) And there's nothing that I can do ooh [Chorus] Can't help myself (Ooh) No I can't help myself (Ooh) 'Cause sugar pie honey bunch (Sugar pie honey bunch) I'm weaker than a man should be I can't help myself I'm a fool in love you see You might also like[Verse 2] Wanna tell you I don't love you Tell you that we're through And I've tried But every time I see your face (I can't help myself) I get all choked up inside [Pre-Chorus] When I call your name Girl it starts the flame (Burning in my heart tearing it all apart) No matter how I try my love I cannot hide [Chorus] 'Cause sugar pie honey bunch (Sugar pie honey bunch) You know that I'm weak for you (Weak for you) Can't help myself I love you and nobody else (Ooh) Sugar pie honey bunch (Sugar pie honey bunch) Do anything you ask me to (Ask me to) Can't help myself I want you and nobody else (Ooh) Sugar pie honey bunch (Sugar pie honey bunch) You know that I love you (Love you) Can't help myself No I can't help myself (Ooh) Sugar pie honey bunch (Sugar pie honey bunch) You know that I love you1Embed
Adele,Easy On Me,2021,soul,There ain't no gold in this river That I've been washin' my hands in forever I know there is hope in these waters But I can't bring myself to swim When I am drowning in this silence Baby let me in [Chorus] Go easy on me baby I was still a child Didn't get the chance to Feel the world around me I had no time to choose what I chose to do So go easy on me [Verse 2] There ain't no room for things to change When we are both so deeply stuck in our ways You can't deny how hard I've tried I changed who I was to put you both first But now I give up [Chorus] Go easy on mе baby I was still a child Didn't get the chance to Feel thе world around me Had no time to choose what I chose to do So go easy on me You might also like[Bridge] I had good intentions And the highest hopes But I know right now It probably doesn't even show [Chorus] Go easy on me baby I was still a child I didn't get the chance to Feel the world around me I had no time to choose what I chose to do So go easy on me156Embed
Adele,Easy On Me,2021,soul,There ain't no gold in this river That I've been washin' my hands in forever I know there is hope in these waters But I can't bring myself to swim When I am drowning in this silence Baby let me in [Chorus] Go easy on me baby I was still a child Didn't get the chance to Feel the world around me I had no time to choose what I chose to do So go easy on me [Verse 2] There ain't no room for things to change When we are both so deeply stuck in our ways You can't deny how hard I've tried I changed who I was to put you both first But now I give up [Chorus] Go easy on mе baby I was still a child Didn't get the chance to Feel thе world around me Had no time to choose what I chose to do So go easy on me You might also like[Bridge] I had good intentions And the highest hopes But I know right now It probably doesn't even show [Chorus] Go easy on me baby I was still a child I didn't get the chance to Feel the world around me I had no time to choose what I chose to do So go easy on me156Embed
Adele,Make You Feel My Love,2008,soul,When the rain is blowing in your face And the whole world is on your case I could offer you a warm embrace To make you feel my love [Verse 2] When the evening shadows and the stars appear And there is no one there to dry your tears I could hold you for a million years To make you feel my love [Bridge 1] I know you haven't made your mind up yet But I will never do you wrong I've known it from the moment that we met No doubt in my mind where you belong [Verse 3] I'd go hungry I'd go black and blue I'd go crawling down the avenue Know there's nothing that I wouldn't do To make you feel my love [Instrumental Break] You might also like[Bridge 2] The storms are raging on the rollin' sea And on the highway of regret The winds of change are blowing wild and free You ain't seen nothing like me yet [Verse 4] I could make you happy make your dreams come true Nothing that I wouldn't do Go to the ends of the earth for you To make you feel my love To make you feel my love53Embed
